,nodeid,longitude,latitude,elevation
805,805,-121.969452,38.685097,45
806,806,-121.988731,38.689873,47
807,807,-122.005531,38.697037,51
808,808,-122.015678,38.70055,56
809,809,-122.023979,38.70253,59
810,810,-122.035583,38.710571,58
811,811,-122.049072,38.711433,56
812,812,-122.083679,38.709423,70
813,813,-122.119293,38.709198,99
814,814,-122.125748,38.714222,100
815,815,-122.134804,38.718685,108
816,816,-122.142036,38.726658,108
817,817,-122.149223,38.7383,99
818,818,-122.149017,38.739685,100
819,819,-122.15329,38.755798,95
820,820,-122.174271,38.781574,97
821,821,-122.177673,38.793362,96
822,822,-122.179352,38.805447,103
823,823,-122.182198,38.813126,105
824,824,-122.188782,38.824333,112
825,825,-122.189552,38.827053,107
826,826,-122.196098,38.833218,113
827,827,-122.207489,38.850651,117
828,828,-122.219231,38.864403,124
829,829,-122.226357,38.874897,130
830,830,-122.235184,38.879822,124
831,831,-122.246239,38.891994,136
832,832,-122.265404,38.902695,236
833,833,-122.267929,38.909927,222
834,834,-122.276489,38.910965,157
835,835,-122.283127,38.91391,250
836,836,-122.306427,38.91206,198
837,837,-122.310287,38.917179,440
838,838,-122.313316,38.918667,258
839,839,-122.318993,38.924625,250
840,840,-122.327606,38.926571,258
841,841,-122.333298,38.93689,350
842,842,-122.34185,38.9464,331
843,843,-122.343742,38.961227,301
844,844,-122.343193,38.966061,309
845,845,-122.335869,38.974609,350
846,846,-122.336151,38.978722,343
847,847,-122.347603,38.987659,464
848,848,-122.354424,39.005955,317
849,849,-121.802277,38.679111,20
850,850,-121.803047,38.679295,20
851,851,-121.742172,38.673458,16
852,852,-121.743156,38.677921,12
853,853,-121.745682,38.681515,10
854,854,-121.752724,38.687717,10
855,855,-121.771873,38.671776,21
856,856,-121.90403,38.674919,37
857,857,-121.886543,38.670521,36
858,858,-121.868492,38.671185,39
859,859,-121.852837,38.677486,35
860,860,-121.842377,38.678326,28
861,861,-121.465286,38.692425,13
862,862,-121.462799,38.669804,12
863,863,-121.747849,38.667458,17
864,864,-121.629028,38.668556,4
865,865,-121.657204,38.667442,4
866,866,-121.69558,38.668358,6
867,867,-121.744987,38.666943,14
868,868,-119.813637,38.775024,1689
869,869,-119.81369,38.759445,1776
870,870,-119.803436,38.73354,1958
871,871,-119.790337,38.717537,1894
872,872,-119.779678,38.695759,1691
873,873,-119.773827,38.695187,1685
874,874,-119.770073,38.69595,1707
875,875,-119.761963,38.689465,1694
876,876,-119.755173,38.686623,1689
877,877,-119.749771,38.682373,1735
878,878,-119.734329,38.682674,1848
879,879,-119.730766,38.680912,1822
880,880,-119.718628,38.666718,2121
881,881,-119.716469,38.663322,1883
882,882,-120.948059,38.662842,454
883,883,-120.904701,38.671585,486
884,884,-120.875328,38.679302,480
885,885,-120.861748,38.681984,480
886,886,-120.929237,38.678432,437
887,887,-120.914871,38.688705,423
888,888,-120.892937,38.69965,420
889,889,-120.86216,38.708549,516
890,890,-120.848373,38.71307,513
891,891,-120.843826,38.715717,524
892,892,-120.828262,38.731739,570
893,893,-120.814056,38.733742,604
894,894,-121.764236,38.657787,16
895,895,-121.764236,38.657192,16
896,896,-121.461899,38.66161,7
897,897,-121.462593,38.646648,11
898,898,-119.524986,38.645798,1541
899,899,-119.537117,38.660931,1520
900,900,-119.544167,38.671795,1520
901,901,-119.547592,38.678604,1526
902,902,-119.548187,38.683846,1559
903,903,-119.537514,38.645115,1756
904,904,-119.549767,38.646042,1742
905,905,-119.557442,38.64888,1758
906,906,-119.57019,38.65575,1864
907,907,-119.587463,38.657955,1991
908,908,-119.588203,38.662758,2223
909,909,-119.582062,38.67157,2307
910,910,-119.584023,38.678177,2345
911,911,-119.587357,38.68224,2362
912,912,-119.592331,38.682835,2421
913,913,-119.606956,38.675465,2498
914,914,-119.620102,38.675911,2532
915,915,-119.633057,38.671089,2522
916,916,-119.64064,38.670948,2412
917,917,-119.65213,38.674625,2402
918,918,-119.662903,38.673965,2314
919,919,-119.662537,38.663204,2219
920,920,-119.673859,38.661617,2338
921,921,-119.691353,38.670444,2002
922,922,-119.714813,38.6661,1980
923,923,-121.462822,38.641479,8
924,924,-121.383324,38.639652,22
925,925,-121.363159,38.653885,28
926,926,-121.349503,38.662586,37
927,927,-121.337357,38.675571,40
928,928,-121.462959,38.638607,10
929,929,-121.387177,38.63678,25
930,930,-121.399429,38.632809,21
931,931,-121.400017,38.632614,20
932,932,-121.496452,38.639332,2
933,933,-121.507301,38.6353,2
934,934,-121.514801,38.631706,4
935,935,-121.594131,38.669239,2
936,936,-121.541023,38.663956,4
937,937,-121.533203,38.659866,6
938,938,-121.232246,38.628586,39
939,939,-121.227371,38.631229,41
940,940,-121.197006,38.645149,37
941,941,-121.184952,38.648735,52
942,942,-121.170967,38.648941,69
943,943,-121.138657,38.644669,96
944,944,-121.126404,38.644356,109
945,945,-121.113617,38.64521,132
946,946,-121.097816,38.649815,237
947,947,-121.061432,38.662376,240
948,948,-121.04747,38.663025,280
949,949,-121.026894,38.659744,366
950,950,-120.952293,38.660809,459
951,951,-121.233917,38.627674,38
952,952,-121.415489,38.627598,18
953,953,-121.443573,38.630623,14
954,954,-121.428108,38.62772,17
955,955,-121.416939,38.627129,16
956,956,-121.236267,38.626404,38
957,957,-122.497627,38.887295,680
958,958,-122.483543,38.894985,765
959,959,-122.479446,38.891029,747
960,960,-122.472862,38.880527,770
961,961,-122.467773,38.878902,767
962,962,-122.460167,38.870502,786
963,963,-122.436462,38.870564,694
964,964,-122.42926,38.863754,672
965,965,-122.419617,38.868275,649
966,966,-122.412163,38.866058,647
967,967,-122.402443,38.860954,659
968,968,-122.385857,38.84948,676
969,969,-122.376793,38.845261,616
970,970,-122.369751,38.840733,631
971,971,-122.361641,38.829144,502
972,972,-122.33551,38.823318,384
973,973,-122.326233,38.815899,363
974,974,-122.311783,38.801117,369
975,975,-122.281883,38.782368,304
976,976,-122.276627,38.778221,276
977,977,-122.277039,38.762615,394
978,978,-122.28447,38.755898,260
979,979,-122.284889,38.753357,223
980,980,-122.273949,38.747147,304
981,981,-122.269623,38.734711,215
982,982,-122.259758,38.714008,188
983,983,-122.260368,38.710087,236
984,984,-122.267616,38.700626,190
985,985,-122.26239,38.687996,188
986,986,-122.264427,38.683556,151
987,987,-122.271317,38.681904,130
988,988,-122.279823,38.651989,161
989,989,-122.287659,38.642731,185
990,990,-122.289268,38.63625,148
991,991,-122.290497,38.632988,129
992,992,-122.287216,38.623257,139
993,993,-121.244141,38.622131,39
994,994,-121.236832,38.626095,38
995,995,-121.505402,38.616035,8
996,996,-121.255913,38.615742,39
997,997,-121.505081,38.614498,8
998,998,-121.269623,38.608299,37
999,999,-121.270241,38.607651,37
1000,1000,-122.314522,38.625828,275
1001,1001,-122.328873,38.639469,325
1002,1002,-122.343384,38.646908,336
1003,1003,-122.355812,38.649612,222
1004,1004,-122.362831,38.649788,235
1005,1005,-122.365852,38.642788,238
1006,1006,-122.375954,38.641228,224
1007,1007,-122.385521,38.636024,185
1008,1008,-122.403442,38.608231,187
1009,1009,-122.407158,38.607159,194
1010,1010,-122.415718,38.617126,201
1011,1011,-122.420288,38.619919,200
1012,1012,-122.435722,38.619514,221
1013,1013,-122.442871,38.62587,233
1014,1014,-122.45887,38.646305,217
1015,1015,-122.458527,38.649761,216
1016,1016,-122.464729,38.65501,211
1017,1017,-122.458549,38.65847,207
1018,1018,-122.45401,38.660267,214
1019,1019,-122.44915,38.66597,224
1020,1020,-122.444962,38.689762,233
1021,1021,-122.445869,38.698669,252
1022,1022,-122.484108,38.715202,345
1023,1023,-122.495361,38.721611,348
1024,1024,-121.763527,38.605984,14
1025,1025,-121.523773,38.627407,3
1026,1026,-121.53746,38.617085,4
1027,1027,-121.548523,38.606621,4
1028,1028,-121.55423,38.599552,5
1029,1029,-121.620193,38.661831,3
1030,1030,-121.610527,38.657764,5
1031,1031,-121.599609,38.644817,4
1032,1032,-121.592216,38.639606,5
1033,1033,-121.583527,38.639961,7
1034,1034,-121.573441,38.644508,5
1035,1035,-121.570152,38.643017,7
1036,1036,-121.562866,38.612782,5
1037,1037,-121.540993,38.594467,6
1038,1038,-121.539772,38.593685,8
1039,1039,-121.304283,38.580967,24
1040,1040,-121.299278,38.583115,30
1041,1041,-121.297447,38.58963,30
1042,1042,-121.294571,38.597572,30
1043,1043,-121.280617,38.602612,30
1044,1044,-121.274803,38.602894,36
1045,1045,-121.500008,38.590389,5
1046,1046,-121.502937,38.583355,7
1047,1047,-121.504807,38.578369,11
1048,1048,-121.531143,38.588127,3
1049,1049,-121.518188,38.583733,6
1050,1050,-121.310173,38.578274,22
1051,1051,-121.308327,38.579227,27
1052,1052,-121.56826,38.575001,3
1053,1053,-121.537262,38.570484,10
1054,1054,-121.550697,38.573765,7
1055,1055,-121.558449,38.576714,5
1056,1056,-121.532219,38.569252,9
1057,1057,-121.507782,38.570946,14
1058,1058,-121.510063,38.567665,9
1059,1059,-121.521477,38.570255,9
1060,1060,-121.344513,38.560665,18
1061,1061,-121.334427,38.565331,20
1062,1062,-121.320976,38.572647,24
1063,1063,-121.352478,38.557804,17
1064,1064,-121.349388,38.558403,17
1065,1065,-121.478271,38.556923,7
1066,1066,-121.477287,38.559395,11
1067,1067,-121.465347,38.574455,9
1068,1068,-121.454483,38.581196,10
1069,1069,-121.451118,38.593754,10
1070,1070,-121.433731,38.606785,15
1071,1071,-121.410187,38.619663,19
1072,1072,-121.506569,38.566875,7
1073,1073,-121.492653,38.56115,3
1074,1074,-121.766647,38.574093,14
1075,1075,-121.76754,38.556416,12
1076,1076,-121.767288,38.553577,15
1077,1077,-121.471962,38.555073,10
1078,1078,-121.452583,38.550533,11
1079,1079,-121.432037,38.546314,11
1080,1080,-121.431503,38.546204,11
1081,1081,-121.411133,38.551449,15
1082,1082,-121.395218,38.553616,13
1083,1083,-121.383781,38.556934,15
1084,1084,-121.371529,38.557312,17
1085,1085,-121.363777,38.555626,16
1086,1086,-121.766533,38.544888,20
1087,1087,-121.766434,38.544102,20
1088,1088,-121.409882,38.543247,13
1089,1089,-121.376503,38.53717,4
1090,1090,-121.375732,38.537029,4
1091,1091,-121.943558,38.535721,37
1092,1092,-121.913567,38.547096,34
1093,1093,-121.897034,38.55275,28
1094,1094,-121.895737,38.55555,29
1095,1095,-121.77253,38.555912,13
1096,1096,-121.944817,38.672764,42
1097,1097,-121.942451,38.638325,42
1098,1098,-120.439537,38.529022,1505
1099,1099,-120.434563,38.528229,1534
1100,1100,-120.420998,38.53109,1529
1101,1101,-120.40834,38.534615,1502
1102,1102,-120.400917,38.538239,1585
1103,1103,-120.384193,38.541634,1737
1104,1104,-120.381058,38.543312,1680
1105,1105,-120.373596,38.545788,1654
1106,1106,-120.359177,38.549122,1679
1107,1107,-120.346138,38.550583,1722
1108,1108,-120.332352,38.548172,1843
1109,1109,-120.319229,38.547573,1922
1110,1110,-120.308571,38.55035,1932
1111,1111,-120.292976,38.560581,1950
1112,1112,-120.279648,38.562046,1977
1113,1113,-120.270027,38.568916,2126
1114,1114,-120.261177,38.580585,2165
1115,1115,-120.249519,38.587505,2084
1116,1116,-120.233963,38.591766,2255
1117,1117,-120.231377,38.600075,2214
1118,1118,-120.22496,38.606869,2190
1119,1119,-120.224457,38.616047,2203
1120,1120,-120.219162,38.622128,2197
1121,1121,-120.210442,38.62989,2268
1122,1122,-120.202278,38.629852,2264
1123,1123,-120.187866,38.633854,2314
1124,1124,-120.157959,38.6366,2412
1125,1125,-120.148064,38.644386,2430
1126,1126,-120.139343,38.645042,2382
1127,1127,-120.131798,38.653461,2310
1128,1128,-120.133789,38.659603,2282
1129,1129,-120.117981,38.680351,2179
1130,1130,-120.121094,38.692883,2303
1131,1131,-120.116814,38.702827,2398
1132,1132,-120.111671,38.705692,2414
1133,1133,-120.100327,38.706635,2325
1134,1134,-120.074623,38.705372,2364
1135,1135,-120.052383,38.71159,2400
1136,1136,-120.046654,38.714005,2449
1137,1137,-120.041939,38.712967,2464
1138,1138,-120.029007,38.702938,2543
1139,1139,-120.005493,38.697723,2550
1140,1140,-121.62365,38.565525,5
1141,1141,-121.696457,38.550369,10
1142,1142,-121.72374,38.5439,11
1143,1143,-121.739723,38.53347,13
1144,1144,-121.753593,38.531601,16
1145,1145,-121.761299,38.523788,15
1146,1146,-121.764671,38.529579,16
1147,1147,-121.763588,38.525959,21
1148,1148,-121.431252,38.508728,8
1149,1149,-121.430717,38.522476,9
1150,1150,-121.431503,38.535748,12
1151,1151,-121.431534,38.501369,12
1152,1152,-121.29792,38.521851,27
1153,1153,-121.204781,38.500282,58
1154,1154,-122.246643,38.50013,347
1155,1155,-122.23851,38.509167,240
1156,1156,-122.23262,38.512611,218
1157,1157,-122.219002,38.513607,275
1158,1158,-122.224678,38.528976,197
1159,1159,-122.236633,38.542263,169
1160,1160,-122.239861,38.568966,144
1161,1161,-122.260513,38.5858,232
1162,1162,-122.279953,38.610477,152
1163,1163,-122.284737,38.616707,131
1164,1164,-121.510918,38.566425,2
1165,1165,-121.509163,38.555729,7
1166,1166,-121.505493,38.546501,10
1167,1167,-121.509148,38.537594,5
1168,1168,-121.51368,38.528641,5
1169,1169,-121.52005,38.51363,4
1170,1170,-121.520653,38.503044,3
1171,1171,-121.51767,38.497681,4
1172,1172,-121.516182,38.495007,0
1173,1173,-121.511169,38.486824,5
1174,1174,-121.434952,38.486294,7
1175,1175,-121.453262,38.501152,9
1176,1176,-121.465782,38.514984,8
1177,1177,-121.478043,38.532734,7
1178,1178,-121.481659,38.548389,12
1179,1179,-119.719681,38.654785,1923
1180,1180,-119.717056,38.645901,1897
1181,1181,-119.718117,38.643131,1950
1182,1182,-119.724037,38.637062,1800
1183,1183,-119.72728,38.62944,1896
1184,1184,-119.761177,38.615032,2037
1185,1185,-119.780724,38.598835,2022
1186,1186,-119.787659,38.588848,2125
1187,1187,-119.798866,38.584503,2232
1188,1188,-119.805923,38.578175,2387
1189,1189,-119.804207,38.562176,2521
1190,1190,-119.806702,38.558685,2537
1191,1191,-119.806793,38.552727,2593
1192,1192,-119.808746,38.550629,2570
1193,1193,-119.819504,38.549953,2717
1194,1194,-119.829117,38.550217,2727
1195,1195,-119.842339,38.553841,2559
1196,1196,-119.847137,38.557869,2511
1197,1197,-119.851517,38.558239,2558
1198,1198,-119.85952,38.553951,2517
1199,1199,-119.88295,38.549801,2416
1200,1200,-119.898773,38.544662,2317
1201,1201,-119.900703,38.541645,2245
1202,1202,-119.896713,38.53577,2172
1203,1203,-119.896309,38.532574,2300
1204,1204,-119.897667,38.530022,2318
1205,1205,-119.921341,38.516697,2506
1206,1206,-119.932693,38.516689,2548
1207,1207,-119.956444,38.505646,2494
1208,1208,-119.968887,38.496216,2538
1209,1209,-119.987389,38.493069,2399
1210,1210,-120.0,38.485474,2350
1211,1211,-121.432137,38.485443,6
1212,1212,-121.434067,38.484886,8
1213,1213,-121.432266,38.482025,8
1214,1214,-120.846291,38.481365,332
1215,1215,-120.836906,38.487667,353
1216,1216,-120.826347,38.504009,395
1217,1217,-120.816223,38.523319,469
1218,1218,-120.80751,38.52998,484
1219,1219,-120.783287,38.535015,526
1220,1220,-120.752563,38.537472,684
1221,1221,-120.746597,38.541077,586
1222,1222,-120.734047,38.55265,643
1223,1223,-120.723557,38.564857,652
1224,1224,-120.70723,38.570801,681
1225,1225,-120.677116,38.574833,720
1226,1226,-120.654137,38.575451,907
1227,1227,-120.62619,38.581928,950
1228,1228,-120.602997,38.58461,986
1229,1229,-120.592697,38.58213,1008
1230,1230,-120.565681,38.583755,1057
1231,1231,-120.559158,38.581177,1047
1232,1232,-120.536324,38.558857,1163
1233,1233,-120.529114,38.553772,1204
1234,1234,-120.522728,38.554169,1167
1235,1235,-120.513199,38.556019,1174
1236,1236,-120.488129,38.548637,1222
1237,1237,-120.464653,38.544197,1319
1238,1238,-120.453957,38.539429,1418
1239,1239,-120.444389,38.533482,1437
1240,1240,-120.852592,38.661621,504
1241,1241,-120.851959,38.654533,519
1242,1242,-120.848877,38.645226,596
1243,1243,-120.851768,38.626583,577
1244,1244,-120.850883,38.602085,337
1245,1245,-120.848007,38.597126,303
1246,1246,-120.848877,38.518497,285
1247,1247,-120.846161,38.486488,315
1248,1248,-121.510452,38.485649,5
1249,1249,-121.505547,38.482914,5
1250,1250,-121.501198,38.479622,6
1251,1251,-121.499008,38.477966,7
1252,1252,-122.421112,38.466919,47
1253,1253,-122.403664,38.475662,49
1254,1254,-122.402573,38.485111,53
1255,1255,-122.400414,38.487724,73
1256,1256,-122.391792,38.485092,208
1257,1257,-122.378258,38.478767,185
1258,1258,-122.370598,38.477474,168
1259,1259,-122.360527,38.479263,151
1260,1260,-122.341713,38.493557,124
1261,1261,-122.328011,38.493423,210
1262,1262,-122.314651,38.489609,321
1263,1263,-122.308037,38.490791,285
1264,1264,-122.299232,38.489769,341
1265,1265,-122.292374,38.49601,264
1266,1266,-122.291283,38.505684,273
1267,1267,-122.2882,38.507641,278
1268,1268,-122.280342,38.507729,331
1269,1269,-122.274483,38.511402,328
1270,1270,-122.263924,38.51022,270
1271,1271,-122.248703,38.500507,390
1272,1272,-122.435509,38.477333,56
1273,1273,-122.448196,38.483921,62
1274,1274,-122.464142,38.499767,73
1275,1275,-122.468437,38.503033,72
1276,1276,-122.491463,38.519733,70
1277,1277,-122.498901,38.526302,107
1278,1278,-120.865707,38.457512,286
1279,1279,-120.860527,38.458801,318
1280,1280,-120.85643,38.464191,330
1281,1281,-121.182167,38.496635,30
1282,1282,-121.138901,38.498203,55
1283,1283,-121.125183,38.497482,55
1284,1284,-121.09816,38.49831,49
1285,1285,-121.092262,38.496883,54
1286,1286,-121.088043,38.494034,56
1287,1287,-121.0755,38.487766,59
1288,1288,-121.057243,38.489235,87
1289,1289,-121.050148,38.486931,94
1290,1290,-121.021187,38.484131,105
1291,1291,-121.010277,38.486748,100
1292,1292,-120.997726,38.485973,147
1293,1293,-120.973267,38.468365,168
1294,1294,-120.964417,38.465874,188
1295,1295,-120.9403,38.466122,180
1296,1296,-120.933098,38.46175,183
1297,1297,-120.918182,38.454163,200
1298,1298,-120.909073,38.452133,196
1299,1299,-120.8983,38.451988,210
1300,1300,-120.88121,38.453396,244
1301,1301,-122.198692,38.448597,248
1302,1302,-122.212196,38.459297,240
1303,1303,-122.22226,38.474953,273
1304,1304,-122.240433,38.498543,162
1305,1305,-122.01902,38.510349,64
1306,1306,-122.021553,38.49971,55
1307,1307,-122.029411,38.49987,74
1308,1308,-122.039207,38.511875,127
1309,1309,-122.057114,38.523117,237
1310,1310,-122.079086,38.520668,199
1311,1311,-122.094833,38.520985,313
1312,1312,-122.098602,38.511665,113
1313,1313,-122.109428,38.508034,253
1314,1314,-122.145111,38.465828,283
1315,1315,-122.154266,38.441166,274
1316,1316,-122.153282,38.435009,231
1317,1317,-122.157516,38.43301,310
1318,1318,-122.168312,38.437862,346
1319,1319,-122.18689,38.441719,263
1320,1320,-120.602707,38.423283,804
1321,1321,-120.589958,38.430496,920
1322,1322,-120.556602,38.438705,986
1323,1323,-120.539436,38.445114,1069
1324,1324,-120.532356,38.449425,1034
1325,1325,-120.529343,38.453396,1004
1326,1326,-120.527657,38.467876,1116
1327,1327,-120.519493,38.487339,1178
1328,1328,-120.498299,38.501633,1245
1329,1329,-120.482643,38.516239,1305
1330,1330,-120.4683,38.514317,1394
1331,1331,-120.451492,38.522762,1436
1332,1332,-120.442711,38.528255,1481
1333,1333,-121.38707,38.411385,14
1334,1334,-121.389267,38.411419,12
1335,1335,-121.39241,38.411312,11
1336,1336,-121.428177,38.475479,8
1337,1337,-121.427399,38.474232,10
1338,1338,-121.419884,38.469906,8
1339,1339,-121.417084,38.466801,8
1340,1340,-121.414192,38.461864,7
1341,1341,-121.398048,38.421467,11
1342,1342,-121.443169,38.412338,10
1343,1343,-121.35791,38.410957,17
1344,1344,-121.321587,38.411285,22
1345,1345,-121.302483,38.428867,22
1346,1346,-121.295197,38.434143,25
1347,1347,-121.259483,38.467609,28
1348,1348,-121.25161,38.472672,34
1349,1349,-121.234337,38.465199,31
1350,1350,-121.388023,38.4048,13
1351,1351,-122.353317,38.403252,22
1352,1352,-122.354362,38.405659,25
1353,1353,-122.359047,38.410286,27
1354,1354,-122.373512,38.417725,97
1355,1355,-122.389687,38.433117,36
1356,1356,-121.3769,38.388283,14
1357,1357,-121.941643,38.38353,27
1358,1358,-121.899803,38.414387,22
1359,1359,-121.819794,38.475792,20
1360,1360,-121.943542,38.510471,34
1361,1361,-121.940903,38.485874,31
1362,1362,-121.937302,38.469769,32
1363,1363,-121.935188,38.444237,33
1364,1364,-121.937569,38.430428,32
1365,1365,-121.487083,38.455044,3
1366,1366,-121.484749,38.448689,0
1367,1367,-121.483063,38.43108,4
1368,1368,-121.478111,38.405769,6
1369,1369,-121.475052,38.396225,4
1370,1370,-121.472763,38.376415,4
1371,1371,-121.456932,38.376102,5
1372,1372,-121.508202,38.369801,2
1373,1373,-121.963737,38.367512,37
1374,1374,-121.970917,38.363789,51
1375,1375,-120.617737,38.414635,788
1376,1376,-120.625443,38.405262,788
1377,1377,-120.635513,38.402927,741
1378,1378,-120.642288,38.405037,779
1379,1379,-120.653969,38.412514,775
1380,1380,-120.663361,38.414555,751
1381,1381,-120.667908,38.412369,738
1382,1382,-120.697617,38.382454,545
1383,1383,-120.717072,38.369541,486
1384,1384,-120.740677,38.364994,431
1385,1385,-120.755981,38.362968,436
1386,1386,-120.768204,38.357124,394
1387,1387,-120.776047,38.351177,375
1388,1388,-120.78418,38.363556,426
1389,1389,-120.791054,38.367489,508
1390,1390,-120.801659,38.376816,489
1391,1391,-120.805367,38.387486,439
1392,1392,-120.80397,38.394859,366
1393,1393,-120.820488,38.418232,355
1394,1394,-120.82402,38.42429,355
1395,1395,-120.837479,38.420956,279
1396,1396,-120.841827,38.420605,277
1397,1397,-120.850082,38.429077,238
1398,1398,-119.519043,38.632156,1536
1399,1399,-119.517647,38.606071,1536
1400,1400,-119.516251,38.598537,1538
1401,1401,-119.507637,38.574409,1554
1402,1402,-119.506622,38.569614,1562
1403,1403,-119.50415,38.565075,1563
1404,1404,-119.50309,38.55891,1569
1405,1405,-121.994469,38.347614,53
1406,1406,-121.995697,38.346928,53
1407,1407,-122.315933,38.348927,21
1408,1408,-122.302971,38.332664,17
1409,1409,-122.302551,38.331669,17
1410,1410,-122.211067,38.433426,327
1411,1411,-122.21183,38.427204,266
1412,1412,-122.206619,38.405624,323
1413,1413,-122.203346,38.386948,299
1414,1414,-122.203056,38.37772,256
1415,1415,-122.209038,38.371559,461
1416,1416,-122.205299,38.363476,450
1417,1417,-122.206146,38.358856,415
1418,1418,-122.245232,38.347672,111
1419,1419,-122.255402,38.343365,41
1420,1420,-122.271027,38.329208,11
1421,1421,-122.285469,38.325352,15
1422,1422,-122.285789,38.32444,16
1423,1423,-122.298714,38.322453,17
1424,1424,-122.296478,38.317085,13
1425,1425,-122.487732,38.32859,63
1426,1426,-122.480339,38.317188,62
1427,1427,-122.480026,38.311428,42
1428,1428,-122.479874,38.30843,42
1429,1429,-122.28907,38.315056,8
1430,1430,-122.292061,38.306492,11
1431,1431,-122.474457,38.300701,35
1432,1432,-122.469788,38.300205,32
1433,1433,-122.459137,38.297436,30
1434,1434,-122.454582,38.294197,31
1435,1435,-122.454643,38.293251,27
1436,1436,-122.274872,38.291691,9
1437,1437,-121.310051,38.291691,13
1438,1438,-121.274521,38.2929,19
1439,1439,-121.243187,38.293209,22
1440,1440,-121.188972,38.321976,33
1441,1441,-121.153587,38.339355,32
1442,1442,-121.143227,38.346783,36
1443,1443,-121.130783,38.353127,41
1444,1444,-121.122437,38.354759,42
1445,1445,-121.111008,38.352818,44
1446,1446,-121.10463,38.353012,47
1447,1447,-121.094933,38.356518,49
1448,1448,-121.073959,38.366787,61
1449,1449,-121.052406,38.382793,71
1450,1450,-121.043053,38.387432,67
1451,1451,-121.028862,38.388317,62
1452,1452,-120.977692,38.38205,83
1453,1453,-120.958221,38.370247,93
1454,1454,-120.944054,38.365616,91
1455,1455,-120.932449,38.354267,93
1456,1456,-120.926537,38.352146,100
1457,1457,-120.92144,38.348858,131
1458,1458,-120.915283,38.341702,139
1459,1459,-120.906807,38.334843,156
1460,1460,-121.373909,38.383842,11
1461,1461,-121.371773,38.382019,13
1462,1462,-121.363838,38.375252,14
1463,1463,-121.354134,38.368019,17
1464,1464,-121.340683,38.355881,22
1465,1465,-121.336647,38.351208,11
1466,1466,-121.323334,38.313454,10
1467,1467,-122.274757,38.291027,7
1468,1468,-122.455208,38.284824,25
1469,1469,-122.012444,38.337532,85
1470,1470,-122.019997,38.332443,67
1471,1471,-122.032173,38.316891,89
1472,1472,-122.036743,38.305965,61
1473,1473,-122.039383,38.287113,37
1474,1474,-122.048607,38.261833,14
1475,1475,-122.050461,38.259068,11
1476,1476,-122.049347,38.258137,9
1477,1477,-122.061867,38.252441,13
1478,1478,-122.061157,38.252892,13
1479,1479,-122.041634,38.251652,5
1480,1480,-122.032318,38.246475,3
1481,1481,-122.030937,38.246136,2
1482,1482,-119.539726,38.352524,2286
1483,1483,-119.550148,38.342022,2313
1484,1484,-119.559799,38.325809,2357
1485,1485,-119.564583,38.32114,2439
1486,1486,-119.580872,38.313053,2536
1487,1487,-119.587227,38.312477,2613
1488,1488,-119.618767,38.327705,2763
1489,1489,-119.63015,38.329556,2911
1490,1490,-119.64315,38.336643,2896
1491,1491,-119.65152,38.335114,2857
1492,1492,-119.662178,38.32391,2785
1493,1493,-119.678261,38.327499,2890
1494,1494,-119.697502,38.330109,2676
1495,1495,-119.711357,38.327782,2617
1496,1496,-119.734589,38.319538,2394
1497,1497,-119.741333,38.321697,2391
1498,1498,-119.753113,38.335217,2189
1499,1499,-119.760818,38.339874,2116
1500,1500,-119.805138,38.345634,2029
1501,1501,-119.826019,38.344986,1956
1502,1502,-119.831978,38.340969,1768
1503,1503,-119.836647,38.341789,1776
1504,1504,-119.840279,38.346073,1741
1505,1505,-119.851273,38.35318,1760
1506,1506,-119.864403,38.354973,1736
1507,1507,-119.874382,38.357975,1754
1508,1508,-119.888817,38.35561,1711
1509,1509,-119.907722,38.348576,1832
1510,1510,-119.918007,38.344006,1864
1511,1511,-119.921692,38.341404,1954
1512,1512,-119.924171,38.337685,1973
1513,1513,-119.921318,38.3311,1986
1514,1514,-119.922073,38.327648,1941
1515,1515,-119.93647,38.316574,1976
1516,1516,-119.938797,38.30896,1995
1517,1517,-119.940483,38.30732,2073
1518,1518,-119.954727,38.299915,1837
1519,1519,-119.974854,38.27932,1872
1520,1520,-119.990227,38.271652,1790
1521,1521,-119.993187,38.257381,1799
1522,1522,-119.995613,38.252285,1848
1523,1523,-119.992104,38.243652,1797
1524,1524,-119.99791,38.228172,1806
1525,1525,-120.0,38.227058,1755
1526,1526,-121.469879,38.334217,3
1527,1527,-121.467087,38.305191,2
1528,1528,-121.451439,38.253895,3
1529,1529,-121.441277,38.233143,2
1530,1530,-121.433823,38.223083,-1
1531,1531,-121.429657,38.222485,1
1532,1532,-121.428551,38.233761,3
1533,1533,-121.417603,38.235043,3
1534,1534,-122.128242,38.219707,2
1535,1535,-122.070847,38.246796,8
1536,1536,-121.883568,38.217537,23
1537,1537,-121.889214,38.224438,9
1538,1538,-121.896492,38.229443,2
1539,1539,-121.96608,38.228905,3
1540,1540,-121.969627,38.229919,2
1541,1541,-121.985626,38.239864,2
1542,1542,-121.994293,38.243893,5
1543,1543,-122.004517,38.244884,4
1544,1544,-122.025398,38.244774,2
1545,1545,-120.681328,38.205025,284
1546,1546,-120.681213,38.208698,333
1547,1547,-120.685997,38.218422,337
1548,1548,-120.691551,38.225605,355
1549,1549,-120.708183,38.240284,326
1550,1550,-120.712334,38.248417,409
