nodeid,longitude,latitude,elevation
3548,-123.721237,39.875572,281
3549,-123.07399,40.000008,1449
3550,-123.072403,39.997738,1396
3551,-123.065567,39.994156,1326
3552,-123.062134,39.988129,1228
3553,-123.059929,39.986622,1181
3554,-123.045013,39.982033,1173
3555,-123.030067,39.965759,1031
3556,-123.021759,39.954456,1033
3557,-123.008377,39.946583,932
3558,-123.000229,39.944889,975
3559,-122.983017,39.948868,1112
3560,-122.967049,39.945919,1285
3561,-122.965111,39.9515,1395
3562,-122.95916,39.951309,1559
3563,-122.955254,39.958355,1575
3564,-122.944153,39.957016,1633
3565,-122.937553,39.952271,1728
3566,-122.930557,39.953957,1638
3567,-122.92688,39.952515,1657
3568,-122.919113,39.940262,1673
3569,-122.912354,39.921783,1608
3570,-122.91436,39.917114,1699
3571,-122.921738,39.912663,1822
3572,-122.938797,39.910759,1858
3573,-122.946121,39.905624,1944
3574,-122.950127,39.884602,1877
3575,-122.951561,39.872398,1898
3576,-122.946854,39.861382,1884
3577,-122.942284,39.859756,1798
3578,-123.713966,39.877747,322
3579,-123.711693,39.878994,340
3580,-123.7099,39.879078,408
3581,-123.706886,39.878532,514
3582,-123.7043,39.8759,456
3583,-123.704147,39.874069,538
3584,-123.705643,39.870106,435
3585,-123.712387,39.865208,333
3586,-123.713181,39.863796,309
3587,-123.713417,39.855301,431
3588,-123.711967,39.85144,368
3589,-122.549637,39.875713,283
3590,-122.554253,39.869801,252
3591,-122.572533,39.864227,327
3592,-122.580513,39.859776,317
3593,-122.580208,39.855667,299
3594,-122.581329,39.850578,278
3595,-122.585823,39.847187,260
3596,-123.617889,39.992599,689
3597,-123.624977,39.978268,923
3598,-123.623161,39.974464,962
3599,-123.613831,39.969662,982
3600,-123.608528,39.959843,1035
3601,-123.590134,39.953194,1141
3602,-123.576447,39.939209,1106
3603,-123.57177,39.926151,1074
3604,-123.575027,39.91568,1034
3605,-123.580116,39.912678,1030
3606,-123.592453,39.914585,1103
3607,-123.595589,39.909618,1135
3608,-123.597397,39.899673,1061
3609,-123.596779,39.888935,932
3610,-123.593689,39.880611,898
3611,-123.590157,39.877579,862
3612,-123.576317,39.868416,918
3613,-123.573433,39.865807,961
3614,-123.571053,39.862259,867
3615,-123.571426,39.852844,831
3616,-123.577698,39.846348,825
3617,-123.57798,39.835789,670
3618,-123.576553,39.829445,519
3619,-123.635803,39.833504,449
3620,-123.651321,39.83139,412
3621,-123.660683,39.829365,492
3622,-123.665161,39.829624,541
3623,-123.67067,39.831665,634
3624,-123.696091,39.845177,328
3625,-123.706886,39.850189,354
3626,-123.584686,39.827274,417
3627,-123.58783,39.825535,537
3628,-123.592278,39.825333,405
3629,-123.611671,39.830196,401
3630,-120.568733,39.980831,1689
3631,-120.560806,39.976456,1692
3632,-120.551537,39.968231,1707
3633,-120.529877,39.96146,1690
3634,-120.537483,39.952572,1843
3635,-120.535881,39.949867,1836
3636,-120.521393,39.94429,1829
3637,-120.515091,39.935986,1772
3638,-120.495071,39.925964,1843
3639,-120.491692,39.916672,1764
3640,-120.486153,39.90514,1765
3641,-120.472473,39.890839,1817
3642,-120.452507,39.875095,1764
3643,-120.44072,39.862801,1687
3644,-120.438301,39.861717,1659
3645,-120.430252,39.860542,1667
3646,-120.422592,39.847919,1584
3647,-120.41938,39.835415,1560
3648,-120.41758,39.82127,1486
3649,-120.409378,39.823303,1491
3650,-120.384323,39.820766,1487
3651,-123.24881,39.81778,426
3652,-123.250061,39.836735,427
3653,-123.261177,39.845833,471
3654,-123.266167,39.852474,574
3655,-123.269821,39.853676,597
3656,-123.280678,39.86668,767
3657,-123.287659,39.872307,810
3658,-123.283478,39.882816,868
3659,-123.284973,39.886639,868
3660,-123.297417,39.897278,860
3661,-123.310677,39.906956,901
3662,-123.316093,39.918613,945
3663,-123.332237,39.927238,687
3664,-123.347649,39.934063,411
3665,-123.345299,39.941505,404
3666,-123.346397,39.947639,464
3667,-123.354439,39.955048,594
3668,-123.357208,39.963387,590
3669,-123.357964,39.983284,534
3670,-123.366043,39.994579,730
3671,-123.370811,39.998474,784
3672,-120.471123,39.807129,1476
3673,-120.470482,39.807091,1478
3674,-120.423737,39.819748,1491
3675,-120.430931,39.821861,1504
3676,-120.437149,39.821934,1491
3677,-120.443558,39.819489,1488
3678,-120.450493,39.81543,1489
3679,-120.460289,39.806725,1504
3680,-120.368362,39.819496,1491
3681,-120.362923,39.816883,1490
3682,-120.336578,39.817059,1489
3683,-120.312576,39.809391,1498
3684,-120.187866,39.807026,1507
3685,-120.173279,39.803688,1510
3686,-122.925171,39.857079,1627
3687,-122.906448,39.856537,1738
3688,-122.894341,39.849514,1624
3689,-122.87529,39.844627,1629
3690,-122.857033,39.834438,1600
3691,-122.850418,39.833351,1572
3692,-122.828247,39.834316,1658
3693,-122.816719,39.8307,1569
3694,-122.804039,39.823692,1514
3695,-122.799049,39.824368,1525
3696,-122.795662,39.826576,1556
3697,-122.790482,39.824741,1551
3698,-122.779243,39.813087,1602
3699,-122.773903,39.813087,1628
3700,-122.750862,39.822098,1606
3701,-122.742279,39.822243,1577
3702,-122.731339,39.818584,1494
3703,-122.715714,39.811699,1560
3704,-122.702873,39.802399,1486
3705,-122.697441,39.801025,1475
3706,-122.692734,39.801453,1443
3707,-122.686996,39.808109,1354
3708,-122.679657,39.813007,1226
3709,-122.674919,39.825115,976
3710,-122.671471,39.826637,939
3711,-122.654823,39.813828,881
3712,-122.651787,39.812813,800
3713,-122.644974,39.816765,609
3714,-122.632339,39.81432,511
3715,-122.628288,39.815632,444
3716,-122.6297,39.830921,377
3717,-122.626297,39.837246,385
3718,-122.614304,39.84737,326
3719,-122.606163,39.849541,340
3720,-122.603203,39.849667,319
3721,-122.594643,39.846134,267
3722,-122.58696,39.846455,260
3723,-122.944504,39.857822,1806
3724,-122.950523,39.855038,1934
3725,-122.951447,39.851788,1871
3726,-122.952164,39.838013,1945
3727,-122.950447,39.831215,1808
3728,-122.948662,39.827171,1815
3729,-122.944237,39.804314,1597
3730,-122.940987,39.800713,1522
3731,-122.937561,39.798576,1551
3732,-122.940323,39.794361,1475
3733,-122.957291,39.808464,1247
3734,-122.961937,39.811005,1210
3735,-122.985817,39.817036,1110
3736,-122.994057,39.816208,1087
3737,-123.003723,39.807068,922
3738,-123.017113,39.807838,875
3739,-123.025253,39.805866,770
3740,-123.030617,39.806313,806
3741,-123.040657,39.809517,759
3742,-123.055992,39.81226,667
3743,-123.06514,39.81551,615
3744,-123.084244,39.828384,470
3745,-123.101997,39.82803,577
3746,-123.121857,39.824368,498
3747,-123.135727,39.819836,496
3748,-123.140717,39.822811,531
3749,-123.148804,39.835041,572
3750,-123.182297,39.831196,446
3751,-123.194893,39.821903,501
3752,-123.205254,39.817986,420
3753,-123.209137,39.814827,417
3754,-121.886047,39.78994,55
3755,-121.901077,39.799484,54
3756,-121.913048,39.810726,55
3757,-121.948463,39.850414,61
3758,-121.977028,39.884388,60
3759,-121.986252,39.892136,62
3760,-122.039757,39.937004,69
3761,-120.869812,39.931095,1068
3762,-120.854752,39.932434,1082
3763,-120.847557,39.931034,1136
3764,-120.824982,39.917934,1188
3765,-120.795036,39.9119,1311
3766,-120.78672,39.905491,1252
3767,-120.784607,39.898457,1282
3768,-120.771927,39.881638,1325
3769,-120.761574,39.875515,1369
3770,-120.743942,39.872566,1307
3771,-120.725357,39.87421,1336
3772,-120.715843,39.87355,1294
3773,-120.69352,39.865227,1359
3774,-120.686813,39.861057,1354
3775,-120.685532,39.859032,1361
3776,-120.680313,39.855049,1419
3777,-120.679604,39.852783,1365
3778,-120.664772,39.833271,1464
3779,-120.648201,39.814487,1467
3780,-120.639748,39.798233,1382
3781,-120.624786,39.78833,1373
3782,-120.619858,39.784111,1352
3783,-123.831818,39.781685,154
3784,-123.827217,39.783302,148
3785,-123.821739,39.788395,223
3786,-123.82238,39.792259,195
3787,-123.825409,39.799667,222
3788,-123.814743,39.796322,222
3789,-123.811363,39.798328,263
3790,-123.806778,39.810253,359
3791,-123.799507,39.808563,411
3792,-123.795753,39.809673,376
3793,-123.785713,39.816833,385
3794,-123.775719,39.837975,360
3795,-123.774727,39.843525,439
3796,-123.754837,39.860355,573
3797,-123.746384,39.858494,542
3798,-123.741669,39.848881,414
3799,-123.735687,39.851704,439
3800,-123.732727,39.851856,395
3801,-123.72995,39.857265,338
3802,-123.833931,39.785473,228
3803,-123.832558,39.793339,326
3804,-123.840889,39.810326,252
3805,-123.844383,39.84613,308
3806,-123.84539,39.847454,308
3807,-123.855347,39.849461,347
3808,-123.864197,39.855415,442
3809,-123.872597,39.866444,461
3810,-123.880333,39.866497,417
3811,-123.882812,39.867744,390
3812,-123.881073,39.87471,384
3813,-123.884361,39.894936,341
3814,-123.895638,39.9081,526
3815,-123.899223,39.918228,520
3816,-123.914093,39.925014,518
3817,-123.945976,39.935951,457
3818,-123.952812,39.939262,363
3819,-123.944771,39.948849,521
3820,-123.948097,39.952801,371
3821,-123.96048,39.961548,503
3822,-123.970642,39.97522,496
3823,-123.977913,39.996155,448
3824,-121.608009,39.78117,633
3825,-121.601387,39.78437,646
3826,-121.590446,39.794815,649
3827,-121.581863,39.804718,727
3828,-121.579391,39.813042,688
3829,-121.586311,39.814869,719
3830,-121.590813,39.820896,729
3831,-121.608627,39.856686,808
3832,-121.608482,39.864017,828
3833,-121.610687,39.871269,838
3834,-121.610962,39.875835,862
3835,-121.606773,39.880096,856
3836,-121.60006,39.881931,859
3837,-121.594398,39.886471,908
3838,-121.583527,39.893246,935
3839,-121.573738,39.893116,976
3840,-121.562538,39.899216,955
3841,-121.549026,39.901501,961
3842,-121.543427,39.896881,1008
3843,-121.540421,39.896294,1054
3844,-121.533119,39.89814,1056
3845,-121.529228,39.902618,1082
3846,-121.528648,39.907902,1092
3847,-121.53009,39.922501,1139
3848,-121.540077,39.956268,1285
3849,-121.538353,39.962276,1297
3850,-121.531593,39.973488,1409
3851,-121.534554,39.978424,1380
3852,-121.53833,39.987225,1418
3853,-121.538559,39.991108,1419
3854,-121.53241,39.997719,1483
3855,-121.532211,40.000011,1415
3856,-121.609482,39.7794,629
3857,-120.476784,39.807678,1479
3858,-120.50193,39.807274,1478
3859,-120.526947,39.797493,1481
3860,-120.558182,39.781361,1493
3861,-120.572678,39.774811,1478
3862,-120.579422,39.773491,1494
3863,-120.594223,39.773338,1432
3864,-120.014008,39.928207,1437
3865,-120.0103,39.908615,1383
3866,-120.011864,39.895084,1410
3867,-120.021217,39.876587,1410
3868,-120.03154,39.867447,1465
3869,-120.036171,39.864597,1453
3870,-120.039848,39.860172,1430
3871,-120.042778,39.851646,1445
3872,-120.042908,39.847298,1455
3873,-120.031303,39.807056,1539
3874,-120.039841,39.782848,1541
3875,-120.038223,39.771442,1537
3876,-120.162132,39.80006,1528
3877,-120.12233,39.796371,1564
3878,-120.107117,39.785954,1652
3879,-120.07917,39.782452,1488
3880,-120.061256,39.778267,1501
3881,-121.630653,39.753983,513
3882,-121.633049,39.753452,501
3883,-121.84317,39.753151,64
3884,-121.854683,39.763153,59
3885,-121.872093,39.781071,55
3886,-121.842857,39.752598,64
3887,-122.012367,39.741833,45
3888,-122.089279,39.742821,53
3889,-122.100861,39.738949,65
3890,-122.106293,39.740345,61
3891,-122.112442,39.744003,63
3892,-122.17498,39.745274,74
3893,-121.630943,40.000011,1075
3894,-121.634888,39.988544,1006
3895,-121.641693,39.983276,957
3896,-121.642563,39.977982,983
3897,-121.638023,39.961662,997
3898,-121.639633,39.95863,1062
3899,-121.649544,39.960579,1076
3900,-121.650467,39.946587,998
3901,-121.646744,39.92886,1042
3902,-121.655617,39.903839,932
3903,-121.659714,39.897976,885
3904,-121.672127,39.892509,815
3905,-121.674019,39.874596,730
3906,-121.689072,39.86858,724
3907,-121.692703,39.859985,709
3908,-121.691978,39.852917,685
3909,-121.709511,39.824379,566
3910,-121.718231,39.797291,447
3911,-121.733543,39.771572,358
3912,-121.735703,39.75845,296
3913,-121.745628,39.751461,244
3914,-121.773033,39.744545,107
3915,-121.809097,39.739372,71
3916,-121.814697,39.737541,70
3917,-121.815514,39.737278,67
3918,-121.833847,39.736423,64
3919,-121.859871,39.733551,57
3920,-121.86409,39.733738,56
3921,-121.911369,39.751488,46
3922,-121.928627,39.752918,43
3923,-121.991631,39.752201,44
3924,-121.813362,39.723301,64
3925,-121.843903,39.718719,57
3926,-121.844078,39.718182,57
3927,-121.803207,39.71389,65
3928,-121.659973,39.747505,280
3929,-121.670174,39.744415,252
3930,-121.678558,39.740479,156
3931,-121.686012,39.735882,131
3932,-121.697647,39.726807,316
3933,-121.703003,39.721828,275
3934,-121.714203,39.715279,169
3935,-121.724663,39.711491,102
3936,-121.740761,39.707737,156
3937,-121.754059,39.706818,82
3938,-121.767776,39.707935,76
3939,-121.769928,39.709229,76
3940,-121.775612,39.720219,88
3941,-121.778038,39.721046,82
3942,-121.789818,39.719494,72
3943,-123.477943,39.69043,554
3944,-123.484253,39.709095,537
3945,-123.484657,39.714119,567
3946,-123.493561,39.721245,510
3947,-123.503738,39.736561,494
3948,-123.509537,39.742233,516
3949,-123.520103,39.747902,482
3950,-123.527573,39.755554,558
3951,-123.536987,39.768841,521
3952,-123.536331,39.775063,568
3953,-123.540627,39.783787,599
3954,-123.53997,39.790005,566
3955,-123.538094,39.795826,623
3956,-123.540337,39.80122,607
3957,-123.547363,39.807056,518
3958,-123.554848,39.811501,475
3959,-123.56218,39.820992,526
3960,-122.205002,39.687485,68
3961,-122.205513,39.688675,68
3962,-122.203171,39.755177,82
3963,-122.203773,39.786068,85
3964,-122.198822,39.916687,87
3965,-121.787033,39.698029,68
3966,-121.773247,39.685692,66
3967,-123.464539,39.684986,749
3968,-123.460098,39.685181,806
3969,-123.456299,39.686035,821
3970,-123.444344,39.692974,744
3971,-123.43428,39.693413,710
3972,-123.420273,39.692646,609
3973,-123.414963,39.693104,601
3974,-123.412369,39.694134,566
3975,-123.408997,39.6968,540
3976,-123.408241,39.698666,576
3977,-123.404312,39.701817,591
3978,-123.401176,39.703552,699
3979,-123.38559,39.709728,575
3980,-123.380623,39.710857,531
3981,-123.373238,39.711403,555
3982,-123.371986,39.710541,571
3983,-123.373077,39.704994,594
3984,-123.372169,39.704803,540
3985,-123.369278,39.705845,563
3986,-123.362892,39.712078,564
3987,-123.356857,39.714859,397
3988,-123.353081,39.715935,291
3989,-123.34594,39.715782,395
3990,-123.342644,39.715237,409
3991,-123.333809,39.712173,360
3992,-123.322144,39.710838,448
3993,-123.315331,39.712337,458
3994,-123.310791,39.706009,413
3995,-123.306259,39.704849,495
3996,-123.299507,39.709293,529
3997,-123.297722,39.716255,485
3998,-123.294434,39.715954,502
3999,-123.280777,39.711788,502
4000,-123.272072,39.710365,559
4001,-123.261787,39.711308,587
4002,-123.260597,39.722134,683
4003,-123.253647,39.727734,591
4004,-123.259293,39.73526,620
4005,-123.252823,39.73946,496
4006,-123.249336,39.743977,433
4007,-123.249947,39.784275,420
4008,-120.001633,39.684956,1651
4009,-120.021889,39.700176,1580
4010,-120.029778,39.71328,1560
4011,-120.034492,39.728279,1528
4012,-120.035027,39.744286,1567
4013,-123.474426,39.678139,538
4014,-123.833794,39.777229,102
4015,-123.832161,39.77227,34
4016,-123.821457,39.755173,37
4017,-123.81823,39.740112,19
4018,-123.812477,39.734089,92
4019,-123.809837,39.727806,164
4020,-123.804359,39.719379,156
4021,-123.805344,39.710392,98
4022,-123.792374,39.690884,49
4023,-123.786873,39.665493,49
4024,-123.780167,39.656666,100
4025,-122.52739,39.656303,206
4026,-122.525917,39.677208,195
4027,-122.526627,39.678783,195
4028,-122.538933,39.685375,221
4029,-122.546371,39.694229,236
4030,-122.548943,39.705345,250
4031,-122.547043,39.732452,280
4032,-122.544388,39.740807,274
4033,-122.539726,39.74604,264
4034,-122.525742,39.749142,248
4035,-122.525131,39.761303,296
4036,-122.51815,39.779682,222
4037,-122.518768,39.784237,202
4038,-122.521851,39.790066,188
4039,-122.52581,39.791508,236
4040,-122.547241,39.792912,224
4041,-122.553436,39.796776,208
4042,-122.561234,39.810421,207
4043,-122.568192,39.81242,214
4044,-122.574097,39.820419,216
4045,-121.811737,39.710197,63
4046,-121.805969,39.698269,61
4047,-121.801407,39.691563,61
4048,-121.802597,39.682133,60
4049,-121.810898,39.663292,53
4050,-121.806107,39.652699,51
4051,-121.816544,39.65416,51
4052,-121.860992,39.651188,46
4053,-121.862282,39.662361,47
4054,-122.536293,39.656624,219
4055,-122.546829,39.65527,220
4056,-122.552643,39.653885,224
4057,-122.560173,39.655632,244
4058,-122.596001,39.652302,441
4059,-122.604584,39.644154,580
4060,-122.609947,39.644844,462
4061,-122.617088,39.649582,481
4062,-122.625877,39.656544,585
4063,-122.647903,39.662487,773
4064,-122.661377,39.664894,885
4065,-122.683731,39.667149,926
4066,-122.692863,39.670654,1027
4067,-122.70462,39.677711,1094
4068,-122.712067,39.662506,1289
4069,-122.721046,39.655933,1333
4070,-122.727699,39.653812,1334
4071,-122.730927,39.649551,1356
4072,-122.756737,39.638817,1417
4073,-122.770073,39.639156,1594
4074,-122.790199,39.643322,1580
4075,-122.796677,39.639145,1640
4076,-122.80072,39.637825,1682
4077,-122.809822,39.668358,1728
4078,-122.807747,39.672344,1700
4079,-122.803146,39.678043,1743
4080,-122.80397,39.696793,1601
4081,-122.810158,39.700417,1608
4082,-122.813164,39.704868,1664
4083,-122.823288,39.709694,1620
4084,-122.81308,39.715637,1726
4085,-122.811462,39.71777,1750
4086,-122.817139,39.722332,1740
4087,-122.827232,39.726704,1793
4088,-122.839417,39.727314,1886
4089,-122.849213,39.731468,1927
4090,-122.856308,39.727489,1907
4091,-122.859741,39.729862,1932
4092,-122.862717,39.737976,2049
4093,-122.871674,39.742622,1991
4094,-122.876137,39.747005,2086
4095,-122.887543,39.7449,2008
4096,-122.897621,39.749035,1925
4097,-122.906113,39.755531,1861
4098,-122.923149,39.780663,1610
4099,-122.935966,39.789482,1536
4100,-121.86776,39.650715,44
4101,-121.880577,39.64315,42
4102,-121.887077,39.638336,41
4103,-121.909393,39.635921,38
4104,-122.007584,39.632534,38
4105,-122.009361,39.660175,40
4106,-122.002823,39.710114,45
4107,-122.007896,39.72916,44
4108,-123.496597,39.687176,517
4109,-123.498367,39.676544,521
4110,-123.504593,39.673035,521
4111,-123.515373,39.671127,527
4112,-123.520477,39.66148,541
4113,-123.525574,39.65527,599
4114,-123.525261,39.651619,587
4115,-123.530457,39.646545,596
4116,-123.531776,39.641209,604
4117,-123.531197,39.634361,614
4118,-123.536926,39.632244,668
4119,-123.549759,39.630005,589
4120,-123.55722,39.627342,656
4121,-123.564583,39.62698,577
4122,-123.589592,39.635818,580
4123,-123.597702,39.644127,626
4124,-123.617989,39.652969,575
4125,-123.634804,39.659233,504
4126,-123.645233,39.677273,527
4127,-123.652603,39.676907,547
4128,-123.667152,39.67067,497
4129,-123.678329,39.659565,524
4130,-123.694038,39.656475,465
4131,-123.706589,39.657902,473
4132,-123.720451,39.650551,331
4133,-123.730133,39.649597,221
4134,-123.760483,39.654926,179
4135,-123.768547,39.655884,197
4136,-123.773849,39.658825,101
4137,-120.618507,39.76767,1336
4138,-120.615196,39.759979,1369
4139,-120.60379,39.756386,1343
4140,-120.599586,39.748714,1371
4141,-120.592293,39.737919,1351
4142,-120.584732,39.734222,1354
4143,-120.568077,39.732136,1348
4144,-120.548813,39.731258,1404
4145,-120.545753,39.728817,1413
4146,-120.534843,39.716511,1422
4147,-120.526466,39.714436,1457
4148,-120.519531,39.711182,1537
4149,-120.512062,39.696266,1545
4150,-120.494637,39.689842,1707
4151,-120.480667,39.681496,1638
4152,-120.467712,39.682507,1722
4153,-120.458138,39.679771,1645
4154,-120.443604,39.67189,1562
4155,-120.436302,39.667042,1514
4156,-120.430443,39.654369,1507
4157,-120.428871,39.64571,1503
4158,-120.429573,39.641346,1509
4159,-120.434067,39.629559,1511
4160,-120.437492,39.626499,1544
4161,-121.924011,39.633556,35
4162,-121.973122,39.620529,36
4163,-121.98613,39.629894,34
4164,-122.000793,39.632786,39
4165,-121.769493,39.682163,64
4166,-121.746498,39.668777,68
4167,-121.73143,39.659229,52
4168,-121.714607,39.640125,51
4169,-121.686157,39.619137,63
4170,-122.526848,39.611427,215
4171,-122.526649,39.616936,222
4172,-122.527512,39.624916,243
4173,-122.524223,39.632614,204
4174,-122.527206,39.64967,213
4175,-121.621674,39.58289,80
4176,-121.617416,39.600666,102
4177,-121.613213,39.609509,98
4178,-121.592323,39.635864,116
4179,-121.571648,39.651218,199
4180,-121.536499,39.67186,315
4181,-121.532677,39.677258,400
4182,-121.536453,39.686287,405
4183,-121.536362,39.689724,522
4184,-121.532211,39.694672,518
4185,-121.530327,39.708012,588
4186,-121.527977,39.713356,577
4187,-121.515289,39.719044,635
4188,-121.500458,39.728466,690
4189,-121.483727,39.756489,809
4190,-121.47271,39.765549,819
4191,-121.467033,39.774895,785
4192,-121.459587,39.784527,823
4193,-121.451218,39.793495,476
4194,-121.423866,39.812473,604
4195,-121.407867,39.822605,678
4196,-121.404243,39.826614,566
4197,-121.405937,39.835712,769
4198,-121.403412,39.838085,724
4199,-121.39724,39.83897,759
4200,-121.392616,39.841179,608
4201,-121.380142,39.861496,879
4202,-121.370033,39.866165,525
4203,-121.361748,39.882225,797
4204,-121.354187,39.890247,686
4205,-121.354881,39.902584,623
4206,-121.351601,39.907494,798
4207,-121.315323,39.921692,567
4208,-121.311432,39.926392,718
4209,-121.312393,39.938263,613
4210,-121.311523,39.944012,837
4211,-121.304916,39.953369,830
4212,-121.285583,39.963135,947
4213,-121.279846,39.966743,933
4214,-121.277977,39.970692,798
4215,-121.283661,39.98745,694
4216,-121.282158,39.992531,744
4217,-121.276176,39.997295,785
4218,-121.270607,40.000011,687
4219,-121.634377,39.592987,82
4220,-121.661247,39.607632,63
4221,-121.675522,39.614239,58
4222,-121.683029,39.616268,62
4223,-123.756393,39.537525,35
4224,-123.758324,39.539261,35
4225,-123.762466,39.556244,46
4226,-123.766167,39.568203,22
4227,-123.771049,39.573227,38
4228,-123.772743,39.582314,57
4229,-123.78199,39.596741,67
4230,-123.783974,39.602371,77
4231,-123.779312,39.61338,28
4232,-123.780067,39.620663,123
4233,-123.781319,39.632763,65
4234,-123.781471,39.651329,9
4235,-123.588783,39.539814,281
4236,-123.605453,39.544712,233
4237,-123.610092,39.543793,199
4238,-123.615921,39.535934,224
4239,-123.623367,39.543583,140
4240,-123.629494,39.546028,238
4241,-123.65004,39.541096,160
4242,-123.681473,39.559452,92
4243,-123.689117,39.57259,267
4244,-123.691994,39.57497,246
4245,-123.701157,39.575191,156
4246,-123.707176,39.573051,90
4247,-123.719963,39.560249,138
4248,-123.729431,39.543491,173
4249,-123.735207,39.542049,145
4250,-123.742928,39.542343,53
4251,-123.750153,39.537159,99
4252,-123.75425,39.53672,45
4253,-122.198708,39.525486,41
4254,-122.197052,39.664822,57
4255,-122.197548,39.679005,62
4256,-122.201843,39.686649,66
4257,-122.198692,39.524643,45
4258,-122.209846,39.57093,43
4259,-122.209152,39.522839,42
4260,-122.27198,39.522308,54
4261,-122.305946,39.522797,72
4262,-122.316063,39.528122,84
4263,-122.33696,39.531639,92
4264,-122.347214,39.543369,95
4265,-122.355957,39.550354,101
4266,-122.358109,39.555763,116
4267,-122.368408,39.563828,113
4268,-122.386414,39.576389,128
4269,-122.393387,39.579086,154
4270,-122.422333,39.587536,190
4271,-122.450859,39.585686,224
4272,-122.455688,39.587093,261
4273,-122.472351,39.597179,267
4274,-122.501266,39.59668,342
4275,-122.504951,39.598591,385
4276,-122.509377,39.611004,295
4277,-122.518013,39.611794,249
4278,-122.18544,39.521999,41
4279,-122.186081,39.521999,41
4280,-122.198647,39.521465,43
4281,-123.488808,39.531464,685
4282,-123.49427,39.526154,709
4283,-123.501869,39.521656,762
4284,-123.509613,39.518978,752
4285,-123.511703,39.519108,758
4286,-123.530502,39.531933,656
4287,-123.540092,39.530083,540
4288,-123.546593,39.52655,523
4289,-123.550461,39.530487,406
4290,-123.556374,39.540966,291
4291,-123.562691,39.542259,294
4292,-122.006813,39.606911,36
4293,-122.006943,39.54026,32
4294,-122.013206,39.518269,30
4295,-122.06076,39.519001,28
4296,-122.07692,39.517933,28
4297,-122.112671,39.518635,33
4298,-122.119972,39.522022,32
4299,-121.541298,39.505451,79
4300,-121.540558,39.505276,79
4301,-120.175903,39.796543,1511
4302,-120.183487,39.786762,1507
4303,-120.206337,39.766335,1502
4304,-120.210587,39.72551,1516
4305,-120.215797,39.715321,1580
4306,-120.218086,39.706348,1534
4307,-120.217484,39.691257,1526
4308,-120.219643,39.678848,1531
4309,-120.225014,39.673233,1525
4310,-120.231949,39.669415,1521
4311,-120.231201,39.665539,1523
4312,-120.225487,39.655834,1538
4313,-120.214111,39.644882,1581
4314,-120.191566,39.628002,1739
4315,-120.184067,39.617649,1839
4316,-120.173111,39.6092,1801
4317,-120.145157,39.559483,1925
4318,-120.144463,39.556984,1931
4319,-120.147339,39.547535,1929
4320,-120.138496,39.510654,1851
4321,-120.134804,39.506618,1861
4322,-120.109787,39.507862,1858
4323,-120.092857,39.504345,1838
4324,-120.084373,39.505909,1850
4325,-120.064781,39.525562,2006
4326,-120.04731,39.538986,2148
4327,-120.040977,39.543015,1966
4328,-120.034492,39.543156,1830
4329,-120.014091,39.526199,1575
4330,-120.008057,39.522667,1535
4331,-120.002777,39.521896,1520
4332,-123.372566,39.501415,426
4333,-123.380173,39.514679,524
4334,-123.391586,39.529545,705
4335,-123.393959,39.533566,616
4336,-123.397751,39.536839,562
4337,-123.401787,39.539417,579
4338,-123.409973,39.542042,536
4339,-123.41777,39.543308,372
4340,-123.423409,39.543522,436
4341,-123.426788,39.545208,461
4342,-123.42881,39.548561,434
4343,-123.431396,39.559681,382
4344,-123.432587,39.572006,497
4345,-123.434639,39.575813,498
4346,-123.439796,39.581547,503
4347,-123.442337,39.588081,494
4348,-123.448357,39.597446,532
4349,-123.4506,39.603767,461
4350,-123.45665,39.609463,464
4351,-123.45874,39.613728,463
4352,-123.459297,39.617371,511
4353,-123.458412,39.629559,515
4354,-123.460693,39.63221,519
4355,-123.464363,39.633884,515
4356,-123.466637,39.640659,515
4357,-123.470886,39.645973,517
4358,-123.472038,39.649593,517
4359,-123.472153,39.675488,598
4360,-123.473213,39.677731,538
4361,-121.613541,39.575153,107
4362,-121.603706,39.558769,86
4363,-121.580513,39.535515,83
4364,-121.573143,39.525688,85
4365,-121.570808,39.514805,55
4366,-121.571373,39.510559,41
4367,-121.570389,39.503799,45
4368,-121.570824,39.501263,46
4369,-121.531273,39.500763,85
4370,-121.525337,39.500046,111
4371,-121.519058,39.503693,124
4372,-121.514023,39.503174,124
4373,-121.502251,39.503796,131
4374,-121.486366,39.509819,207
4375,-121.476379,39.51038,282
4376,-121.454536,39.504917,266
4377,-121.449287,39.506004,316
4378,-121.42762,39.524345,432
4379,-121.427544,39.533279,406
4380,-121.424492,39.557652,285
4381,-121.420563,39.571747,494
4382,-121.421883,39.579258,485
4383,-121.43399,39.584587,355
4384,-121.443863,39.592049,295
4385,-121.445099,39.59819,307
4386,-121.440613,39.617798,462
4387,-121.433952,39.625572,485
4388,-121.427948,39.634239,591
4389,-121.427849,39.642944,604
4390,-121.418137,39.648754,675
4391,-121.389412,39.668686,747
4392,-121.368439,39.679436,809
4393,-121.352837,39.686115,923
4394,-121.339157,39.689758,1091
4395,-121.326431,39.694973,1138
4396,-121.325417,39.703472,1109
4397,-121.316788,39.707642,1103
4398,-121.315613,39.712944,1121
4399,-121.312157,39.720375,1054
4400,-121.304443,39.724968,1006
4401,-121.29232,39.735882,1082
4402,-121.287117,39.743599,1063
4403,-121.287857,39.751587,1165
